project_id,snapshot_date,role_id,role,location_type,location,resource_count,allocated_fte,avg_experience_years,allocation_percent,allocation_start_date,allocation_end_date,rate_per_day,planned_effort,planned_cost
30,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
30,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
30,2025-12-01,26,Python Developer,Onsite,Onsite,2,2,5.5,100,2025-11-01,2026-05-30,1000,320,320000
30,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
31,2025-12-01,7,Automation Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
31,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
31,2025-12-01,23,Java Developer,Onsite,Onsite,3,3,5.5,100,2025-11-01,2026-05-30,1000,480,480000
31,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
31,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
31,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
32,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
32,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
32,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
32,2025-12-01,26,Python Developer,Onsite,Onsite,2,2,5.5,100,2025-11-01,2026-05-30,1000,320,320000
32,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
33,2025-12-01,7,Automation Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
33,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
33,2025-12-01,36,DevOps Engineer,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
33,2025-12-01,23,Java Developer,Onsite,Onsite,4,4,5.5,100,2025-11-01,2026-05-30,1000,640,640000
33,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
33,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
33,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
34,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
34,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
34,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
34,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
34,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
34,2025-12-01,26,Python Developer,Offshore,Offshore,8,8,5.5,100,2025-11-01,2026-05-30,1000,1280,1280000
34,2025-12-01,25,Python Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
34,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
34,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
35,2025-12-01,7,Automation Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
35,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
35,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
35,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
35,2025-12-01,26,Python Developer,Onsite,Onsite,3,3,5.5,100,2025-11-01,2026-05-30,1000,480,480000
35,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
36,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
36,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
36,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
36,2025-12-01,23,Java Developer,Offshore,Offshore,8,8,5.5,100,2025-11-01,2026-05-30,1000,1280,1280000
36,2025-12-01,21,Java Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
36,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
36,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
36,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
36,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
37,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
37,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
37,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
37,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
37,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
37,2025-12-01,26,Python Developer,Offshore,Offshore,5,5,5.5,100,2025-11-01,2026-05-30,1000,800,800000
37,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
37,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
38,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
38,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
38,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
38,2025-12-01,23,Java Developer,Offshore,Offshore,6,6,5.5,100,2025-11-01,2026-05-30,1000,960,960000
38,2025-12-01,21,Java Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
38,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
38,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
38,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
38,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
39,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
39,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
39,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
39,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
39,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
39,2025-12-01,26,Python Developer,Offshore,Offshore,5,5,5.5,100,2025-11-01,2026-05-30,1000,800,800000
39,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
39,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
40,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
40,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
40,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
40,2025-12-01,23,Java Developer,Offshore,Offshore,9,9,5.5,100,2025-11-01,2026-05-30,1000,1440,1440000
40,2025-12-01,21,Java Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
40,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
40,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
40,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
40,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
41,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
41,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
41,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
41,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
41,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
41,2025-12-01,26,Python Developer,Offshore,Offshore,6,6,5.5,100,2025-11-01,2026-05-30,1000,960,960000
41,2025-12-01,25,Python Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
41,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
41,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
42,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
42,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
42,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
42,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
42,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
42,2025-12-01,26,Python Developer,Offshore,Offshore,6,6,5.5,100,2025-11-01,2026-05-30,1000,960,960000
42,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
42,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
43,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
43,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
43,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
43,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
43,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
43,2025-12-01,26,Python Developer,Offshore,Offshore,7,7,5.5,100,2025-11-01,2026-05-30,1000,1120,1120000
43,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
43,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
44,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
44,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
44,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
44,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
44,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
44,2025-12-01,26,Python Developer,Offshore,Offshore,8,8,5.5,100,2025-11-01,2026-05-30,1000,1280,1280000
44,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
44,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
45,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
45,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
45,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
45,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
45,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
45,2025-12-01,26,Python Developer,Offshore,Offshore,7,7,5.5,100,2025-11-01,2026-05-30,1000,1120,1120000
45,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
45,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
46,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
46,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
46,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
46,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
46,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
46,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
46,2025-12-01,39,SAP Consultant,Offshore,Offshore,5,5,9.0,100,2025-11-01,2026-05-30,1100,800,880000
46,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
47,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
47,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
47,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
47,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
47,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
47,2025-12-01,26,Python Developer,Offshore,Offshore,6,6,5.5,100,2025-11-01,2026-05-30,1000,960,960000
47,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
47,2025-12-01,29,React Developer,Offshore,Offshore,6,6,5.5,100,2025-11-01,2026-05-30,950,960,912000
47,2025-12-01,27,React Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1050,160,168000
47,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
48,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
48,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
48,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
48,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
48,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
48,2025-12-01,26,Python Developer,Offshore,Offshore,8,8,5.5,100,2025-11-01,2026-05-30,1000,1280,1280000
48,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
48,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
49,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
49,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
49,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
49,2025-12-01,26,Python Developer,Onsite,Onsite,2,2,5.5,100,2025-11-01,2026-05-30,1000,320,320000
49,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
50,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
50,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
50,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
50,2025-12-01,23,Java Developer,Offshore,Offshore,8,8,5.5,100,2025-11-01,2026-05-30,1000,1280,1280000
50,2025-12-01,21,Java Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
50,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
50,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
50,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
50,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
51,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
51,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
51,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
51,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
51,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
51,2025-12-01,26,Python Developer,Offshore,Offshore,7,7,5.5,100,2025-11-01,2026-05-30,1000,1120,1120000
51,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
51,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
52,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
52,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
52,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
52,2025-12-01,26,Python Developer,Onsite,Onsite,2,2,5.5,100,2025-11-01,2026-05-30,1000,320,320000
52,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
52,2025-12-01,29,React Developer,Onsite,Onsite,2,2,5.5,100,2025-11-01,2026-05-30,950,320,304000
53,2025-12-01,7,Automation Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
53,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
53,2025-12-01,36,DevOps Engineer,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
53,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
53,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
53,2025-12-01,26,Python Developer,Onsite,Onsite,4,4,5.5,100,2025-11-01,2026-05-30,1000,640,640000
53,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
54,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
54,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
54,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
54,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
54,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
54,2025-12-01,26,Python Developer,Offshore,Offshore,7,7,5.5,100,2025-11-01,2026-05-30,1000,1120,1120000
54,2025-12-01,25,Python Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
54,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
54,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
55,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
55,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
55,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
55,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
55,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
55,2025-12-01,26,Python Developer,Offshore,Offshore,11,11,5.5,100,2025-11-01,2026-05-30,1000,1760,1760000
55,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
55,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
56,2025-12-01,7,Automation Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
56,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
56,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
56,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
56,2025-12-01,26,Python Developer,Onsite,Onsite,3,3,5.5,100,2025-11-01,2026-05-30,1000,480,480000
56,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
56,2025-12-01,29,React Developer,Onsite,Onsite,3,3,5.5,100,2025-11-01,2026-05-30,950,480,456000
57,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
57,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
57,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
57,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
57,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
57,2025-12-01,26,Python Developer,Offshore,Offshore,7,7,5.5,100,2025-11-01,2026-05-30,1000,1120,1120000
57,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
57,2025-12-01,29,React Developer,Offshore,Offshore,7,7,5.5,100,2025-11-01,2026-05-30,950,1120,1064000
57,2025-12-01,27,React Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1050,160,168000
57,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
58,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
58,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
58,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
58,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
58,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
58,2025-12-01,26,Python Developer,Offshore,Offshore,5,5,5.5,100,2025-11-01,2026-05-30,1000,800,800000
58,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
58,2025-12-01,29,React Developer,Offshore,Offshore,5,5,5.5,100,2025-11-01,2026-05-30,950,800,760000
58,2025-12-01,27,React Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1050,160,168000
58,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
59,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
59,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
59,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
59,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
59,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
59,2025-12-01,26,Python Developer,Offshore,Offshore,9,9,5.5,100,2025-11-01,2026-05-30,1000,1440,1440000
59,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
59,2025-12-01,29,React Developer,Offshore,Offshore,9,9,5.5,100,2025-11-01,2026-05-30,950,1440,1368000
59,2025-12-01,27,React Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1050,160,168000
59,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
60,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
60,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
