project_id,project_name,planned_completion_date,industry,technology,complexity,project_type,planned_duration_days,current_planned_effort,current_planned_budget,current_planned_team_size,pm_estimated_value,ai_estimated_value,approved_cr_count,total_cr_effort_impact,total_cr_budget_impact,total_cr_duration_impact,latest_completion_percent,progress_snapshot_count,days_since_last_progress_update,average_progress_velocity,progress_velocity_trend,actual_effort_to_date,actual_budget_to_date,actual_team_size,actual_final_budget
536,Pulse_006,,,,0.0,,0,0.0,0.0,0.0,1320.0,0.0,3.0,0.0,91656.0,0.0,95.58,6,1099,0.46166666666666667,-0.038666666666666794,76.46,66.91,0,66.91
537,Pulse_007,,,,0.0,,0,0.0,0.0,0.0,1960.0,0.0,0.0,0.0,0.0,0.0,97.8,7,735,0.45777777777777773,-0.20377777777777778,78.24,68.46,0,68.46
538,Pulse_008,,,,0.0,,0,0.0,0.0,0.0,2996.0,0.0,3.0,0.0,48189.0,0.0,100.0,10,696,0.3505185185185185,-0.1246666666666667,80.0,70.0,0,70.0
539,Pulse_009,,,,0.0,,0,0.0,0.0,0.0,1570.0,0.0,0.0,0.0,0.0,0.0,100.0,8,564,0.3889047619047619,0.07111111111111101,80.0,70.0,0,70.0
540,Pulse_010,,,,0.0,,0,0.0,0.0,0.0,3237.0,0.0,1.0,0.0,18336.0,0.0,99.11,12,290,0.2534242424242424,-0.06993333333333329,79.29,69.38,0,69.38
541,Phoenix_001,,,,0.0,,0,0.0,0.0,0.0,1617.0,0.0,2.0,0.0,85072.0,0.0,100.0,7,815,0.4941111111111111,0.020500000000000074,80.0,70.0,0,70.0
542,Phoenix_002,,,,0.0,,0,0.0,0.0,0.0,864.0,0.0,1.0,0.0,42478.0,0.0,100.0,4,555,0.8278888888888889,-0.2180000000000003,80.0,70.0,0,70.0
543,Phoenix_003,,,,0.0,,0,0.0,0.0,0.0,2613.0,0.0,0.0,0.0,0.0,0.0,97.65,10,605,0.3184074074074074,-0.01524999999999993,78.12,68.36,0,68.36
544,Phoenix_004,,,,0.0,,0,0.0,0.0,0.0,3237.0,0.0,2.0,0.0,52515.0,0.0,99.59,12,412,0.27636363636363637,0.012399999999999967,79.67,69.71,0,69.71
545,Phoenix_005,,,,0.0,,0,0.0,0.0,0.0,2842.0,0.0,0.0,0.0,0.0,0.0,96.51,10,762,0.2951851851851852,-0.04508333333333325,77.21,67.56,0,67.56
546,Phoenix_006,,,,0.0,,0,0.0,0.0,0.0,1750.0,0.0,2.0,0.0,81405.0,0.0,100.0,6,487,0.5221333333333333,-0.09650000000000003,80.0,70.0,0,70.0
547,Phoenix_007,,,,0.0,,0,0.0,0.0,0.0,1680.0,0.0,5.0,0.0,120134.0,0.0,98.7,6,947,0.5368,0.03183333333333355,78.96,69.09,0,69.09
548,Phoenix_008,,,,0.0,,0,0.0,0.0,0.0,1885.0,0.0,4.0,0.0,103764.0,0.0,96.86,7,1076,0.4585,-0.06233333333333335,77.49,67.8,0,67.8
549,Phoenix_009,,,,0.0,,0,0.0,0.0,0.0,1998.0,0.0,5.0,0.0,114565.0,0.0,100.0,11,774,0.31,-0.0932833333333333,80.0,70.0,0,70.0
550,Phoenix_010,,,,0.0,,0,0.0,0.0,0.0,2884.0,0.0,1.0,0.0,5221.0,0.0,100.0,10,808,0.30192592592592593,0.009666666666666657,80.0,70.0,0,70.0
551,Proton_001,,,,0.0,,0,0.0,0.0,0.0,1300.0,0.0,1.0,0.0,34818.0,0.0,100.0,7,961,0.4328888888888889,0.011222222222222245,80.0,70.0,0,70.0
552,Proton_002,,,,0.0,,0,0.0,0.0,0.0,825.0,0.0,0.0,0.0,0.0,0.0,100.0,4,1110,0.804,-0.42600000000000005,80.0,70.0,0,70.0
553,Proton_003,,,,0.0,,0,0.0,0.0,0.0,1793.0,0.0,5.0,0.0,185375.0,0.0,100.0,8,395,0.37823809523809526,0.0756666666666666,80.0,70.0,0,70.0
554,Proton_004,,,,0.0,,0,0.0,0.0,0.0,2530.0,0.0,3.0,0.0,73384.0,0.0,100.0,12,322,0.2781818181818182,-0.07486666666666669,80.0,70.0,0,70.0
555,Proton_005,,,,0.0,,0,0.0,0.0,0.0,2016.0,0.0,0.0,0.0,0.0,0.0,100.0,8,903,0.39261904761904765,-0.06511111111111112,80.0,70.0,0,70.0
556,Proton_006,,,,0.0,,0,0.0,0.0,0.0,2079.0,0.0,1.0,0.0,19380.0,0.0,100.0,9,848,0.372375,-0.015388888888888896,80.0,70.0,0,70.0
557,Proton_007,,,,0.0,,0,0.0,0.0,0.0,3486.0,0.0,5.0,0.0,121603.0,0.0,99.0,12,646,0.27460606060606063,-0.008533333333333282,79.2,69.3,0,69.3
558,Proton_008,,,,0.0,,0,0.0,0.0,0.0,1719.0,0.0,1.0,0.0,23624.0,0.0,100.0,9,371,0.34304166666666663,0.021916666666666695,80.0,70.0,0,70.0
559,Proton_009,,,,0.0,,0,0.0,0.0,0.0,913.0,0.0,0.0,0.0,0.0,0.0,100.0,4,461,0.7441111111111111,-0.23133333333333328,80.0,70.0,0,70.0
560,Proton_010,,,,0.0,,0,0.0,0.0,0.0,1526.0,0.0,4.0,0.0,93575.0,0.0,100.0,6,840,0.5310666666666667,0.1720000000000001,80.0,70.0,0,70.0
561,Node-Y_001,,,,0.0,,0,0.0,0.0,0.0,475.0,0.0,0.0,0.0,0.0,0.0,100.0,5,789,0.6646666666666667,-0.2413333333333333,80.0,70.0,0,70.0
562,Node-Y_002,,,,0.0,,0,0.0,0.0,0.0,984.0,0.0,2.0,0.0,37649.0,0.0,97.87,8,973,0.3612857142857143,-0.017222222222222194,78.3,68.51,0,68.51
563,Node-Y_003,,,,0.0,,0,0.0,0.0,0.0,960.0,0.0,3.0,0.0,116867.0,0.0,100.0,8,744,0.4144285714285714,0.04999999999999999,80.0,70.0,0,70.0
564,Node-Y_004,,,,0.0,,0,0.0,0.0,0.0,620.0,0.0,3.0,0.0,77399.0,0.0,95.28,8,338,0.3880476190476191,-0.06233333333333335,76.22,66.7,0,66.7
565,Node-Y_005,,,,0.0,,0,0.0,0.0,0.0,990.0,0.0,5.0,0.0,115476.0,0.0,97.36,8,584,0.3881904761904762,-0.026999999999999913,77.89,68.15,0,68.15
566,Node-Y_006,,,,0.0,,0,0.0,0.0,0.0,1464.0,0.0,5.0,0.0,86340.0,0.0,100.0,12,723,0.28575757575757577,-0.035666666666666624,80.0,70.0,0,70.0
567,Node-Y_007,,,,0.0,,0,0.0,0.0,0.0,925.0,0.0,1.0,0.0,8824.0,0.0,100.0,9,845,0.35087500000000005,-0.06252777777777774,80.0,70.0,0,70.0
568,Node-Y_008,,,,0.0,,0,0.0,0.0,0.0,1416.0,0.0,1.0,0.0,10216.0,0.0,98.66,11,873,0.3051,-0.015433333333333354,78.93,69.06,0,69.06
569,Node-Y_009,,,,0.0,,0,0.0,0.0,0.0,592.0,0.0,4.0,0.0,135274.0,0.0,100.0,7,1013,0.4881111111111111,-0.19638888888888884,80.0,70.0,0,70.0
570,Node-Y_010,,,,0.0,,0,0.0,0.0,0.0,1020.0,0.0,1.0,0.0,10582.0,0.0,100.0,10,942,0.3426296296296297,-0.08383333333333337,80.0,70.0,0,70.0
571,Node-Z_001,,,,0.0,,0,0.0,0.0,0.0,776.0,0.0,2.0,0.0,27237.0,0.0,99.68,10,528,0.34800000000000003,-0.044749999999999956,79.74,69.78,0,69.78
572,Node-Z_002,,,,0.0,,0,0.0,0.0,0.0,600.0,0.0,2.0,0.0,56981.0,0.0,100.0,7,459,0.4592777777777778,0.0591666666666667,80.0,70.0,0,70.0
573,Node-Z_003,,,,0.0,,0,0.0,0.0,0.0,1380.0,0.0,2.0,0.0,58795.0,0.0,100.0,11,960,0.31903333333333334,-0.07431666666666664,80.0,70.0,0,70.0
574,Node-Z_004,,,,0.0,,0,0.0,0.0,0.0,1158.0,0.0,2.0,0.0,79601.0,0.0,100.0,9,561,0.37533333333333335,-0.09947222222222218,80.0,70.0,0,70.0
575,Node-Z_005,,,,0.0,,0,0.0,0.0,0.0,688.0,0.0,4.0,0.0,106485.0,0.0,100.0,8,951,0.43709523809523804,-0.08866666666666673,80.0,70.0,0,70.0
576,Node-Z_006,,,,0.0,,0,0.0,0.0,0.0,510.0,0.0,4.0,0.0,98736.0,0.0,96.06,5,634,0.6034166666666666,0.1611666666666668,76.85,67.24,0,67.24
577,Node-Z_007,,,,0.0,,0,0.0,0.0,0.0,798.0,0.0,3.0,0.0,94093.0,0.0,100.0,7,1022,0.4382222222222222,-0.02938888888888891,80.0,70.0,0,70.0
578,Node-Z_008,,,,0.0,,0,0.0,0.0,0.0,768.0,0.0,1.0,0.0,13026.0,0.0,98.26,6,516,0.5119333333333334,0.09250000000000008,78.61,68.78,0,68.78
579,Node-Z_009,,,,0.0,,0,0.0,0.0,0.0,365.0,0.0,5.0,0.0,149444.0,0.0,100.0,4,1110,0.7281111111111112,0.09700000000000009,80.0,70.0,0,70.0
580,Node-Z_010,,,,0.0,,0,0.0,0.0,0.0,978.0,0.0,4.0,0.0,158894.0,0.0,97.92,8,1031,0.3714761904761905,-0.11433333333333329,78.34,68.54,0,68.54
581,Sapphire_001,,,,0.0,,0,0.0,0.0,0.0,927.0,0.0,4.0,0.0,136629.0,0.0,96.67,5,967,0.643,0.0675,77.34,67.67,0,67.67
582,Sapphire_002,,,,0.0,,0,0.0,0.0,0.0,1638.0,0.0,2.0,0.0,79254.0,0.0,100.0,6,822,0.4942,0.08866666666666662,80.0,70.0,0,70.0
583,Sapphire_003,,,,0.0,,0,0.0,0.0,0.0,1837.0,0.0,5.0,0.0,185754.0,0.0,97.95,8,850,0.3951428571428572,0.0008888888888888835,78.36,68.57,0,68.57
584,Sapphire_004,,,,0.0,,0,0.0,0.0,0.0,2534.0,0.0,4.0,0.0,60837.0,0.0,100.0,9,721,0.334125,-0.03133333333333338,80.0,70.0,0,70.0
585,Sapphire_005,,,,0.0,,0,0.0,0.0,0.0,2136.0,0.0,3.0,0.0,51732.0,0.0,100.0,9,528,0.3872916666666667,-0.06786111111111115,80.0,70.0,0,70.0
586,Sapphire_006,,,,0.0,,0,0.0,0.0,0.0,1050.0,0.0,3.0,0.0,102766.0,0.0,96.36,7,668,0.47866666666666663,-0.29666666666666675,77.09,67.45,0,67.45
587,Sapphire_007,,,,0.0,,0,0.0,0.0,0.0,664.0,0.0,3.0,0.0,74497.0,0.0,100.0,4,515,0.7582222222222221,0.059000000000000274,80.0,70.0,0,70.0
588,Sapphire_008,,,,0.0,,0,0.0,0.0,0.0,1807.0,0.0,2.0,0.0,43074.0,0.0,96.89,7,868,0.4247222222222222,-0.09866666666666668,77.51,67.82,0,67.82
589,Sapphire_009,,,,0.0,,0,0.0,0.0,0.0,980.0,0.0,2.0,0.0,58028.0,0.0,100.0,5,824,0.6970833333333334,-0.3391666666666665,80.0,70.0,0,70.0
590,Sapphire_010,,,,0.0,,0,0.0,0.0,0.0,2574.0,0.0,0.0,0.0,0.0,0.0,100.0,10,954,0.3448888888888889,-0.16549999999999992,80.0,70.0,0,70.0
591,Sage_001,,,,0.0,,0,0.0,0.0,0.0,1566.0,0.0,2.0,0.0,47338.0,0.0,100.0,9,781,0.35933333333333334,-0.06494444444444453,80.0,70.0,0,70.0
592,Sage_002,,,,0.0,,0,0.0,0.0,0.0,2035.0,0.0,4.0,0.0,100311.0,0.0,100.0,9,479,0.36791666666666667,-0.028472222222222288,80.0,70.0,0,70.0
593,Sage_003,,,,0.0,,0,0.0,0.0,0.0,2184.0,0.0,5.0,0.0,131920.0,0.0,98.04,8,960,0.36547619047619045,0.0026666666666667616,78.43,68.63,0,68.63
594,Sage_004,,,,0.0,,0,0.0,0.0,0.0,1812.0,0.0,3.0,0.0,78746.0,0.0,100.0,8,1017,0.38885714285714285,-0.03533333333333322,80.0,70.0,0,70.0
595,Sage_005,,,,0.0,,0,0.0,0.0,0.0,2070.0,0.0,1.0,0.0,11148.0,0.0,100.0,11,652,0.29596666666666666,0.038383333333333325,80.0,70.0,0,70.0
596,Sage_006,,,,0.0,,0,0.0,0.0,0.0,1935.0,0.0,3.0,0.0,58564.0,0.0,100.0,10,877,0.32614814814814813,-0.022249999999999992,80.0,70.0,0,70.0
597,Sage_007,,,,0.0,,0,0.0,0.0,0.0,1755.0,0.0,4.0,0.0,134016.0,0.0,97.9,10,422,0.34155555555555556,-0.13424999999999998,78.32,68.53,0,68.53
598,Sage_008,,,,0.0,,0,0.0,0.0,0.0,2420.0,0.0,3.0,0.0,98383.0,0.0,100.0,11,437,0.31656666666666666,-0.12121666666666664,80.0,70.0,0,70.0
599,Sage_009,,,,0.0,,0,0.0,0.0,0.0,3289.0,0.0,2.0,0.0,71095.0,0.0,100.0,12,659,0.2631212121212121,-0.05713333333333334,80.0,70.0,0,70.0
600,Sage_010,,,,0.0,,0,0.0,0.0,0.0,1926.0,0.0,0.0,0.0,0.0,0.0,95.13,10,340,0.31985185185185183,-0.10383333333333336,76.1,66.59,0,66.59
