Project_ID,Role,Resource_Count,Location,Allocated_FTE,Avg_Experience_Years
PRJ0058,BA,3,Kolkata,2.7,13.5
PRJ0058,Python SSE,2,Kolkata,1.7,10.8
PRJ0058,Python Dev,6,Bangalore,5.4,2.9
PRJ0058,React Dev,5,Chennai,4.1,7.7
PRJ0058,Manual Tester,3,US,2.8,10.0
PRJ0058,Automation Tester,2,US,1.9,11.6
PRJ0058,DevOps,2,Bangalore,1.8,12.8
PRJ0058,Architect,1,Chennai,1.0,7.6
PRJ0059,PM,1,Chennai,1.0,12.3
PRJ0059,BA,2,Bangalore,1.7,11.6
PRJ0059,Python SSE,4,Bangalore,3.7,6.7
PRJ0059,Python Dev,4,US,3.8,10.8
PRJ0059,React Dev,3,Chennai,2.9,8.2
PRJ0059,Manual Tester,1,US,0.9,4.2
PRJ0059,Automation Tester,1,Chennai,0.8,2.1
PRJ0059,DevOps,2,Kolkata,1.6,3.2
PRJ0059,Architect,2,Kolkata,1.9,6.2
PRJ0060,PM,1,Kolkata,0.9,13.1
PRJ0060,BA,2,Chennai,1.8,9.7
PRJ0060,Python SSE,4,Kolkata,3.3,11.2
PRJ0060,Python Dev,3,Pune,2.8,3.3
PRJ0060,React Dev,1,Hyderabad,0.9,3.2
PRJ0060,Manual Tester,3,Kolkata,2.4,10.7
PRJ0060,Automation Tester,2,Hyderabad,1.6,8.0
PRJ0060,DevOps,1,US,0.9,13.2
PRJ0060,Architect,2,US,1.8,3.8
PRJ0061,PM,1,Bangalore,1.0,13.8
PRJ0061,BA,1,US,0.9,3.4
PRJ0061,Python SSE,4,US,3.7,3.6
PRJ0061,Python Dev,5,Pune,4.8,9.1
PRJ0061,React Dev,5,Bangalore,4.1,5.3
PRJ0061,Manual Tester,2,Hyderabad,1.7,6.4
PRJ0061,Automation Tester,1,Pune,0.9,13.1
PRJ0061,DevOps,1,Kolkata,0.8,11.5
PRJ0061,Architect,2,US,1.8,11.3
PRJ0062,PM,1,US,0.9,5.3
PRJ0062,BA,1,Pune,0.8,3.8
PRJ0062,Python SSE,5,Hyderabad,4.5,3.9
PRJ0062,Python Dev,1,Kolkata,0.8,6.4
PRJ0062,React Dev,5,Pune,4.4,6.0
PRJ0062,Manual Tester,3,Hyderabad,2.4,10.9
PRJ0062,Automation Tester,3,Chennai,2.5,11.4
PRJ0062,DevOps,1,Hyderabad,0.9,2.9
PRJ0062,Architect,2,Pune,1.9,9.1
PRJ0063,PM,2,Chennai,1.7,13.1
PRJ0063,BA,2,Pune,2.0,12.8
PRJ0063,Python SSE,3,Hyderabad,3.0,2.5
PRJ0063,Python Dev,1,Hyderabad,0.9,8.1
PRJ0063,React Dev,4,Hyderabad,3.6,7.8
PRJ0063,Manual Tester,2,US,1.9,7.4
PRJ0063,Automation Tester,1,Pune,0.8,11.0
PRJ0063,DevOps,2,US,1.9,13.4
PRJ0063,Architect,2,Pune,1.7,4.9
PRJ0064,PM,1,Bangalore,1.0,8.0
PRJ0064,BA,3,Hyderabad,2.6,2.8
PRJ0064,Python SSE,4,Bangalore,3.6,8.0
PRJ0064,Python Dev,6,Kolkata,5.4,8.4
PRJ0064,React Dev,5,Chennai,4.9,7.4
PRJ0064,Manual Tester,2,Bangalore,1.9,13.3
PRJ0064,Automation Tester,3,Kolkata,2.5,12.6
PRJ0064,DevOps,1,Kolkata,0.8,12.8
PRJ0064,Architect,2,Bangalore,2.0,2.9
PRJ0065,PM,2,Kolkata,1.7,8.6
PRJ0065,BA,2,Bangalore,1.6,9.4
PRJ0065,Python SSE,5,Pune,4.4,3.1
PRJ0065,Python Dev,6,Kolkata,5.5,4.3
PRJ0065,React Dev,2,Chennai,1.7,13.2
PRJ0065,Manual Tester,4,Bangalore,3.4,3.0
PRJ0065,Automation Tester,2,Hyderabad,1.9,13.5
PRJ0065,DevOps,1,Chennai,0.9,7.9
PRJ0065,Architect,2,Chennai,1.8,13.3
PRJ0066,PM,2,Pune,1.8,3.8
PRJ0066,BA,3,Hyderabad,2.9,3.6
PRJ0066,Python SSE,4,Pune,3.2,6.3
PRJ0066,Python Dev,6,US,5.9,6.3
PRJ0066,React Dev,1,Bangalore,0.9,9.7
PRJ0066,Manual Tester,3,Kolkata,2.7,11.2
PRJ0066,Automation Tester,3,Pune,2.9,9.2
PRJ0066,DevOps,1,Pune,0.9,12.5
PRJ0066,Architect,2,US,1.9,5.3
PRJ0067,PM,1,Bangalore,1.0,7.1
PRJ0067,BA,3,Chennai,2.5,3.4
PRJ0067,Python SSE,4,Bangalore,3.3,3.3
PRJ0067,Python Dev,3,Pune,2.7,6.3
PRJ0067,React Dev,5,Bangalore,4.6,2.5
PRJ0067,Manual Tester,2,Bangalore,1.8,6.6
PRJ0067,Automation Tester,2,Hyderabad,1.8,5.7
PRJ0067,DevOps,1,Hyderabad,0.8,6.9
PRJ0067,Architect,1,Hyderabad,0.8,2.8
PRJ0068,PM,2,Hyderabad,1.9,13.7
PRJ0068,BA,2,Hyderabad,1.8,5.9
PRJ0068,Python SSE,4,Bangalore,3.7,3.2
PRJ0068,Python Dev,2,Kolkata,1.9,8.2
PRJ0068,React Dev,2,Hyderabad,1.9,4.4
PRJ0068,Manual Tester,1,US,0.9,8.1
PRJ0068,Automation Tester,1,Chennai,0.9,12.3
PRJ0068,DevOps,1,Chennai,0.8,11.2
PRJ0068,Architect,1,Hyderabad,1.0,3.4
PRJ0069,PM,2,Chennai,1.7,5.2
PRJ0069,BA,1,Bangalore,1.0,6.8
PRJ0069,Python SSE,5,Pune,4.6,13.5
PRJ0069,Python Dev,3,US,2.9,3.1
PRJ0069,React Dev,3,Bangalore,2.6,8.8
PRJ0069,Manual Tester,4,Chennai,3.6,4.5
PRJ0069,Automation Tester,1,Kolkata,0.9,5.6
PRJ0069,DevOps,2,Bangalore,1.8,8.5
PRJ0069,Architect,1,Pune,0.9,5.0
PRJ0070,PM,2,Bangalore,1.8,12.4
PRJ0070,BA,3,Hyderabad,2.9,10.1
PRJ0070,Python SSE,5,Kolkata,4.4,12.1
PRJ0070,Python Dev,2,Pune,1.7,8.9
PRJ0070,React Dev,1,Chennai,1.0,8.3
PRJ0070,Manual Tester,4,Chennai,4.0,13.2
PRJ0070,Automation Tester,1,Bangalore,0.9,3.1
PRJ0070,DevOps,1,Chennai,0.8,11.7
PRJ0070,Architect,1,Bangalore,1.0,10.8
PRJ0071,PM,1,Hyderabad,0.9,13.1
PRJ0071,BA,2,Bangalore,1.9,12.5
PRJ0071,Python SSE,3,Kolkata,2.9,10.4
PRJ0071,Python Dev,6,Chennai,4.9,7.1
PRJ0071,React Dev,4,US,3.9,10.9
PRJ0071,Manual Tester,1,Hyderabad,0.9,11.1
PRJ0071,Automation Tester,2,US,1.9,9.6
PRJ0071,DevOps,1,US,0.8,6.8
PRJ0071,Architect,2,US,1.7,8.9
PRJ0072,PM,2,Bangalore,2.0,3.6
PRJ0072,BA,1,Bangalore,0.9,7.2
PRJ0072,Python SSE,5,Bangalore,4.1,2.5
PRJ0072,Python Dev,1,Pune,0.9,13.7
PRJ0072,React Dev,5,Bangalore,4.7,13.1
PRJ0072,Manual Tester,2,Bangalore,2.0,5.2
PRJ0072,Automation Tester,2,Bangalore,1.8,7.2
PRJ0072,DevOps,1,Pune,0.9,13.9
PRJ0072,Architect,2,Pune,1.8,13.1
PRJ0073,PM,1,Hyderabad,1.0,9.9
PRJ0073,BA,2,Hyderabad,1.9,5.2
PRJ0073,Python SSE,3,US,2.4,13.6
PRJ0073,Python Dev,5,US,4.6,7.4
PRJ0073,React Dev,1,US,1.0,12.9
PRJ0073,Manual Tester,3,Chennai,2.5,12.4
PRJ0073,Automation Tester,1,US,0.9,11.6
PRJ0073,DevOps,1,US,0.8,13.4
PRJ0073,Architect,1,Hyderabad,0.8,5.1
PRJ0074,PM,2,Hyderabad,1.8,12.9
PRJ0074,BA,3,Hyderabad,2.6,13.8
PRJ0074,Python SSE,2,US,2.0,12.1
PRJ0074,Python Dev,6,Chennai,5.3,8.8
PRJ0074,React Dev,2,Chennai,1.6,2.5
PRJ0074,Manual Tester,4,Kolkata,3.6,7.0
PRJ0074,Automation Tester,3,Hyderabad,2.8,8.8
PRJ0074,DevOps,1,Bangalore,0.9,9.0
PRJ0074,Architect,2,Chennai,1.6,10.9
PRJ0075,PM,2,Pune,1.6,3.3
PRJ0075,BA,2,Kolkata,1.9,4.3
PRJ0075,Python SSE,5,Kolkata,4.2,9.8
PRJ0075,Python Dev,5,US,4.2,12.1
PRJ0075,React Dev,3,Chennai,2.5,5.6
PRJ0075,Manual Tester,4,Hyderabad,3.3,7.1
PRJ0075,Automation Tester,2,Kolkata,1.7,3.8
PRJ0075,DevOps,1,US,0.9,7.8
PRJ0075,Architect,1,Kolkata,1.0,9.0
PRJ0076,PM,2,Bangalore,1.8,8.1
PRJ0076,BA,2,Chennai,2.0,6.1
PRJ0076,Python SSE,4,Chennai,3.9,10.6
PRJ0076,Python Dev,1,Hyderabad,0.8,5.5
PRJ0076,React Dev,2,US,1.8,7.0
PRJ0076,Manual Tester,3,US,2.8,6.3
PRJ0076,Automation Tester,3,Hyderabad,2.9,12.1
PRJ0076,DevOps,1,Chennai,0.8,10.3
PRJ0076,Architect,2,Kolkata,1.9,3.5
PRJ0077,PM,1,Chennai,1.0,6.3
PRJ0077,BA,3,Kolkata,2.7,11.2
PRJ0077,Python SSE,4,US,3.8,13.3
PRJ0077,Python Dev,2,Kolkata,1.7,6.8
PRJ0077,React Dev,2,Pune,1.8,6.7
PRJ0077,Manual Tester,4,Kolkata,3.7,9.7
PRJ0077,Automation Tester,2,Chennai,1.6,9.6
PRJ0077,DevOps,2,US,1.9,12.5
PRJ0077,Architect,2,Bangalore,1.8,12.6
PRJ0078,PM,1,Pune,0.9,11.9
PRJ0078,BA,1,Kolkata,0.8,7.1
PRJ0078,Python SSE,3,Pune,2.7,7.4
PRJ0078,Python Dev,5,Bangalore,4.7,6.8
PRJ0078,React Dev,5,Chennai,4.5,6.7
PRJ0078,Manual Tester,2,Bangalore,1.8,9.6
PRJ0078,Automation Tester,2,Hyderabad,1.9,13.4
PRJ0078,DevOps,2,US,2.0,11.9
PRJ0078,Architect,1,Pune,0.9,7.8
PRJ0079,PM,1,Chennai,0.8,12.3
PRJ0079,BA,1,Kolkata,0.9,4.2
PRJ0079,Python SSE,3,Kolkata,2.9,5.8
PRJ0079,Python Dev,2,Bangalore,1.6,13.8
PRJ0079,React Dev,2,Chennai,1.7,3.7
PRJ0079,Manual Tester,4,Bangalore,3.8,3.9
PRJ0079,Automation Tester,1,Hyderabad,0.9,2.7
PRJ0079,DevOps,2,Bangalore,1.7,10.6
PRJ0079,Architect,2,Bangalore,1.8,5.8
PRJ0080,PM,1,Kolkata,0.8,7.6
PRJ0080,BA,1,Chennai,0.9,13.7
PRJ0080,Python SSE,3,Kolkata,2.4,13.1
PRJ0080,Python Dev,5,Bangalore,4.6,12.1
PRJ0080,React Dev,2,Hyderabad,2.0,12.1
PRJ0080,Manual Tester,2,Pune,1.8,8.1
PRJ0080,Automation Tester,3,Kolkata,2.5,8.4
PRJ0080,DevOps,2,Kolkata,1.7,6.7
PRJ0080,Architect,2,Kolkata,1.9,10.7
PRJ0081,PM,1,Bangalore,0.9,2.5
PRJ0081,BA,2,US,1.7,5.3
PRJ0081,Python SSE,4,Hyderabad,3.6,5.8
PRJ0081,Python Dev,4,Hyderabad,3.4,3.0
PRJ0081,React Dev,3,Chennai,2.9,13.9
PRJ0081,Manual Tester,1,Pune,1.0,7.1
PRJ0081,Automation Tester,3,Kolkata,3.0,4.4
PRJ0081,DevOps,2,Bangalore,1.7,9.5
PRJ0081,Architect,2,Kolkata,1.6,7.2
PRJ0082,PM,1,US,0.9,4.2
PRJ0082,BA,3,Pune,2.9,2.7
PRJ0082,Python SSE,2,Bangalore,1.8,8.2
PRJ0082,Python Dev,6,US,5.7,5.7
PRJ0082,React Dev,5,Chennai,4.8,3.8
PRJ0082,Manual Tester,3,Bangalore,2.8,5.5
PRJ0082,Automation Tester,2,Kolkata,1.8,9.9
PRJ0082,DevOps,2,Pune,1.6,8.1
PRJ0082,Architect,2,Chennai,1.9,7.1
PRJ0083,PM,1,Pune,0.9,4.6
PRJ0083,BA,1,Bangalore,0.9,6.1
PRJ0083,Python SSE,3,Chennai,2.5,4.4
PRJ0083,Python Dev,4,Pune,3.9,12.9
PRJ0083,React Dev,2,Kolkata,1.9,3.6
PRJ0083,Manual Tester,3,US,2.9,3.3
PRJ0083,Automation Tester,1,Pune,0.9,4.9
PRJ0083,DevOps,1,Bangalore,0.9,13.3
PRJ0083,Architect,1,Chennai,1.0,12.5
PRJ0084,PM,2,Hyderabad,1.8,4.8
PRJ0084,BA,3,Kolkata,2.7,9.5
PRJ0084,Python SSE,2,Hyderabad,1.8,7.2
PRJ0084,Python Dev,3,Bangalore,2.9,5.8
PRJ0084,React Dev,3,Hyderabad,2.4,7.3
PRJ0084,Manual Tester,1,Bangalore,0.9,6.3
PRJ0084,Automation Tester,1,Kolkata,0.9,8.0
PRJ0084,DevOps,1,Chennai,0.9,11.4
PRJ0084,Architect,2,Pune,1.6,2.9
PRJ0085,PM,2,Kolkata,1.8,4.3
PRJ0085,BA,3,Kolkata,2.6,13.5
PRJ0085,Python SSE,5,US,4.9,3.1
PRJ0085,Python Dev,5,Kolkata,4.7,4.1
PRJ0085,React Dev,5,US,4.6,2.3
PRJ0085,Manual Tester,4,Pune,3.3,13.6
PRJ0085,Automation Tester,2,Bangalore,1.7,5.5
PRJ0085,DevOps,1,Chennai,0.8,2.7
PRJ0085,Architect,2,Chennai,1.6,5.9
PRJ0086,PM,2,Pune,1.7,9.5
PRJ0086,BA,2,Bangalore,1.9,2.8
PRJ0086,Python SSE,4,US,3.8,4.6
PRJ0086,Python Dev,6,Hyderabad,5.3,11.1
PRJ0086,React Dev,2,Kolkata,2.0,2.9
PRJ0086,Manual Tester,1,Kolkata,0.9,11.4
PRJ0086,Automation Tester,2,Hyderabad,1.8,5.0
PRJ0086,DevOps,1,Chennai,0.8,2.3
PRJ0086,Architect,1,US,0.9,11.0
PRJ0087,PM,2,Kolkata,1.7,3.3
PRJ0087,BA,2,Bangalore,1.7,6.8
PRJ0087,Python SSE,5,Bangalore,4.0,4.6
PRJ0087,Python Dev,6,Pune,4.9,11.8
PRJ0087,React Dev,2,US,1.8,2.5
PRJ0087,Manual Tester,2,Pune,1.8,11.2
PRJ0087,Automation Tester,3,Hyderabad,3.0,3.2
PRJ0087,DevOps,2,Chennai,1.9,13.1
PRJ0087,Architect,2,Chennai,1.7,13.5
PRJ0088,PM,2,US,2.0,11.6
PRJ0088,BA,1,US,0.9,9.3
PRJ0088,Python SSE,2,Hyderabad,1.8,4.2
PRJ0088,Python Dev,6,US,4.8,12.4
PRJ0088,React Dev,3,Kolkata,3.0,2.6
PRJ0088,Manual Tester,3,Pune,3.0,3.5
PRJ0088,Automation Tester,1,Pune,0.9,12.0
PRJ0088,DevOps,1,Pune,0.8,2.9
PRJ0088,Architect,1,US,0.9,4.0
PRJ0089,PM,2,Pune,1.9,13.5
PRJ0089,BA,2,US,1.7,10.5
PRJ0089,Python SSE,5,US,4.7,10.4
PRJ0089,Python Dev,1,US,0.9,7.1
PRJ0089,React Dev,4,Pune,3.4,2.4
PRJ0089,Manual Tester,1,Bangalore,0.9,10.1
PRJ0089,Automation Tester,1,US,0.9,3.8
PRJ0089,DevOps,2,Chennai,1.8,10.2
PRJ0089,Architect,1,Bangalore,0.8,8.9
PRJ0090,PM,2,US,1.7,7.8
PRJ0090,BA,3,Chennai,3.0,7.4
PRJ0090,Python SSE,3,Pune,2.5,2.7
PRJ0090,Python Dev,6,Pune,5.8,4.3
PRJ0090,React Dev,4,Hyderabad,3.6,13.0
PRJ0090,Manual Tester,2,Kolkata,1.9,4.0
PRJ0090,Automation Tester,1,Bangalore,0.8,3.5
PRJ0090,DevOps,2,Kolkata,1.7,9.0
PRJ0090,Architect,1,Hyderabad,0.9,11.1
PRJ0091,PM,2,Chennai,1.9,9.2
PRJ0091,BA,3,US,2.6,12.9
PRJ0091,Python SSE,1,US,0.9,6.6
PRJ0091,Python Dev,6,US,5.7,13.6
PRJ0091,React Dev,2,Hyderabad,1.9,4.7
PRJ0091,Manual Tester,4,Kolkata,3.4,3.3
PRJ0091,Automation Tester,1,Bangalore,0.9,13.2
PRJ0091,DevOps,2,US,2.0,8.9
PRJ0091,Architect,1,Pune,1.0,13.4
PRJ0092,PM,2,Hyderabad,1.8,10.3
PRJ0092,BA,3,Pune,2.8,6.5
PRJ0092,Python SSE,4,US,4.0,10.0
PRJ0092,Python Dev,2,Kolkata,1.9,12.4
PRJ0092,React Dev,4,US,3.5,9.6
PRJ0092,Manual Tester,2,Hyderabad,1.7,3.4
PRJ0092,Automation Tester,1,Kolkata,0.8,9.7
PRJ0092,DevOps,1,Chennai,0.8,9.0
PRJ0092,Architect,1,Chennai,0.9,10.3
PRJ0093,PM,2,US,1.9,13.9
PRJ0093,BA,2,US,1.9,10.6
PRJ0093,Python SSE,1,Chennai,0.9,11.8
PRJ0093,Python Dev,3,Chennai,2.5,11.9
PRJ0093,React Dev,4,Bangalore,4.0,7.2
PRJ0093,Manual Tester,2,Kolkata,2.0,5.0
PRJ0093,Automation Tester,3,Bangalore,2.5,3.3
PRJ0093,DevOps,1,Chennai,0.9,6.0
PRJ0093,Architect,1,Kolkata,0.9,6.0
PRJ0094,PM,1,Kolkata,1.0,7.1
PRJ0094,BA,1,Chennai,1.0,3.6
PRJ0094,Python SSE,2,Hyderabad,1.8,14.0
PRJ0094,Python Dev,1,Chennai,0.9,6.9
PRJ0094,React Dev,2,Chennai,1.7,12.0
PRJ0094,Manual Tester,1,Kolkata,0.9,10.4
PRJ0094,Automation Tester,1,US,0.9,13.9
PRJ0094,DevOps,2,US,2.0,11.9
PRJ0094,Architect,2,Chennai,1.9,2.5
PRJ0095,PM,1,Hyderabad,0.9,5.6
PRJ0095,BA,2,Hyderabad,2.0,8.4
PRJ0095,Python SSE,1,Bangalore,0.8,7.3
PRJ0095,Python Dev,4,Hyderabad,3.3,6.2
PRJ0095,React Dev,1,Hyderabad,0.8,12.6
PRJ0095,Manual Tester,2,US,1.7,4.3
PRJ0095,Automation Tester,3,Kolkata,2.5,7.1
PRJ0095,DevOps,2,Bangalore,2.0,3.9
PRJ0095,Architect,1,Pune,1.0,13.5
PRJ0096,PM,1,Kolkata,0.9,10.2
PRJ0096,BA,2,Pune,1.7,10.9
PRJ0096,Python SSE,2,Bangalore,1.9,9.1
PRJ0096,Python Dev,3,Chennai,2.6,9.8
PRJ0096,React Dev,4,Pune,3.7,3.0
PRJ0096,Manual Tester,3,Kolkata,2.5,10.9
PRJ0096,Automation Tester,2,Kolkata,1.6,13.6
PRJ0096,DevOps,2,US,1.9,4.3
PRJ0096,Architect,1,Hyderabad,1.0,2.9
PRJ0097,PM,1,US,0.9,3.4
PRJ0097,BA,3,Pune,2.4,4.9
PRJ0097,Python SSE,4,Kolkata,3.7,13.3
PRJ0097,Python Dev,5,Bangalore,4.9,5.2
PRJ0097,React Dev,5,Kolkata,4.6,5.0
PRJ0097,Manual Tester,3,Pune,2.7,2.0
PRJ0097,Automation Tester,2,Bangalore,1.9,13.7
PRJ0097,DevOps,1,Bangalore,0.8,10.5
PRJ0097,Architect,2,Chennai,1.7,3.6
PRJ0098,PM,1,US,0.9,5.7
PRJ0098,BA,2,Pune,1.9,10.2
PRJ0098,Python SSE,2,Pune,1.6,2.9
PRJ0098,Python Dev,4,Pune,3.6,9.7
PRJ0098,React Dev,2,Hyderabad,1.6,8.3
PRJ0098,Manual Tester,2,US,1.9,2.1
PRJ0098,Automation Tester,1,Kolkata,0.9,2.2
PRJ0098,DevOps,2,Kolkata,1.9,9.7
PRJ0098,Architect,1,Kolkata,0.8,11.2
PRJ0099,PM,1,Hyderabad,0.8,3.3
PRJ0099,BA,2,Kolkata,2.0,5.4
PRJ0099,Python SSE,4,Kolkata,3.7,3.4
PRJ0099,Python Dev,2,Kolkata,2.0,9.3
PRJ0099,React Dev,3,Pune,2.7,6.0
PRJ0099,Manual Tester,3,Pune,2.8,3.8
PRJ0099,Automation Tester,1,US,0.9,9.5
PRJ0099,DevOps,2,Bangalore,1.7,3.2
PRJ0099,Architect,1,Hyderabad,0.9,13.2
PRJ0100,PM,2,US,1.6,6.3
PRJ0100,BA,3,Pune,3.0,2.2
PRJ0100,Python SSE,5,Chennai,4.5,3.6
PRJ0100,Python Dev,2,Kolkata,1.6,6.2
PRJ0100,React Dev,4,Pune,3.4,3.7
PRJ0100,Manual Tester,1,Chennai,1.0,13.0
PRJ0100,Automation Tester,3,Pune,2.5,4.7
PRJ0100,DevOps,2,US,1.7,13.5
PRJ0100,Architect,1,US,0.8,10.8
PRJ0101,PM,1,Hyderabad,1.0,5.3
PRJ0101,BA,1,Kolkata,0.9,13.7
PRJ0101,Python SSE,4,Pune,3.8,6.8
PRJ0101,Python Dev,4,Kolkata,3.4,4.2
PRJ0101,React Dev,4,US,4.0,9.3
PRJ0101,Manual Tester,3,Kolkata,2.9,7.6
PRJ0101,Automation Tester,3,Bangalore,2.8,6.9
PRJ0101,DevOps,2,Hyderabad,1.7,11.6
PRJ0101,Architect,1,US,0.9,5.2
PRJ0102,PM,2,Hyderabad,2.0,8.0
PRJ0102,BA,3,Chennai,2.9,3.8
PRJ0102,Python SSE,2,Chennai,1.9,7.7
PRJ0102,Python Dev,3,Kolkata,2.6,3.8
PRJ0102,React Dev,4,Hyderabad,3.3,9.5
PRJ0102,Manual Tester,3,US,2.5,4.6
PRJ0102,Automation Tester,1,US,0.9,11.2
PRJ0102,DevOps,1,Pune,1.0,8.0
PRJ0102,Architect,2,US,1.8,8.3
PRJ0103,PM,1,Hyderabad,0.9,8.4
PRJ0103,BA,3,Hyderabad,2.5,4.2
PRJ0103,Python SSE,4,Kolkata,3.9,13.1
PRJ0103,Python Dev,1,Hyderabad,0.8,5.9
PRJ0103,React Dev,2,Bangalore,1.7,9.3
PRJ0103,Manual Tester,4,Pune,3.8,7.7
PRJ0103,Automation Tester,2,Bangalore,1.8,8.5
PRJ0103,DevOps,1,Hyderabad,0.8,4.6
PRJ0103,Architect,2,Chennai,1.6,9.2
PRJ0104,PM,1,Chennai,1.0,3.5
PRJ0104,BA,3,Hyderabad,2.8,7.5
PRJ0104,Python SSE,5,Hyderabad,4.4,11.9
PRJ0104,Python Dev,1,Hyderabad,0.9,11.2
PRJ0104,React Dev,3,Kolkata,3.0,7.5
PRJ0104,Manual Tester,3,Bangalore,2.5,9.1
PRJ0104,Automation Tester,1,Chennai,0.9,5.4
PRJ0104,DevOps,2,US,1.9,7.2
PRJ0104,Architect,2,Bangalore,1.9,13.3
PRJ0105,PM,2,Kolkata,1.7,6.5
PRJ0105,BA,2,Chennai,1.9,9.2
PRJ0105,Python SSE,4,Bangalore,3.3,8.9
PRJ0105,Python Dev,6,Hyderabad,5.1,13.7
PRJ0105,React Dev,2,Pune,1.8,6.7
PRJ0105,Manual Tester,1,Kolkata,1.0,8.9
PRJ0105,Automation Tester,2,Pune,2.0,6.7
PRJ0105,DevOps,1,US,0.8,12.9
PRJ0105,Architect,1,Chennai,0.8,4.8
PRJ0106,PM,1,Bangalore,0.9,13.4
PRJ0106,BA,1,Bangalore,0.9,9.8
PRJ0106,Python SSE,3,Hyderabad,2.8,7.9
PRJ0106,Python Dev,2,Chennai,2.0,13.1
PRJ0106,React Dev,2,Bangalore,1.7,10.2
PRJ0106,Manual Tester,1,US,0.9,6.7
PRJ0106,Automation Tester,3,Chennai,2.9,9.1
PRJ0106,DevOps,1,Pune,1.0,13.4
PRJ0106,Architect,2,Hyderabad,1.8,7.4
PRJ0107,PM,2,Chennai,1.6,4.7
PRJ0107,BA,3,Kolkata,2.5,13.9
PRJ0107,Python SSE,1,US,0.9,4.7
PRJ0107,Python Dev,4,Kolkata,3.4,12.8
PRJ0107,React Dev,3,Bangalore,2.9,8.5
PRJ0107,Manual Tester,4,Kolkata,3.9,12.4
PRJ0107,Automation Tester,2,Bangalore,2.0,2.5
PRJ0107,DevOps,1,Kolkata,1.0,2.9
PRJ0107,Architect,2,Bangalore,1.9,11.5
PRJ0108,PM,2,Kolkata,1.7,2.6
PRJ0108,BA,3,Kolkata,2.7,4.9
PRJ0108,Python SSE,5,Chennai,4.1,4.7
PRJ0108,Python Dev,4,Chennai,3.8,6.9
PRJ0108,React Dev,5,Hyderabad,4.1,10.8
PRJ0108,Manual Tester,4,US,3.4,4.5
PRJ0108,Automation Tester,1,Pune,0.9,5.5
PRJ0108,DevOps,1,Chennai,0.9,2.0
PRJ0108,Architect,1,Pune,0.9,10.4
PRJ0109,PM,2,US,1.7,8.2
PRJ0109,BA,3,US,2.9,12.8
PRJ0109,Python SSE,4,Chennai,3.6,5.2
PRJ0109,Python Dev,3,Chennai,2.8,2.2
PRJ0109,React Dev,3,Hyderabad,2.9,9.9
PRJ0109,Manual Tester,4,Pune,3.5,2.4
PRJ0109,Automation Tester,1,Chennai,0.9,13.7
PRJ0109,DevOps,2,Bangalore,1.7,3.1
PRJ0109,Architect,2,Hyderabad,1.9,13.6
PRJ0110,PM,2,Chennai,2.0,10.6
PRJ0110,BA,3,Hyderabad,2.6,7.6
PRJ0110,Python SSE,2,Hyderabad,1.8,13.0
PRJ0110,Python Dev,4,Kolkata,4.0,7.1
PRJ0110,React Dev,4,Pune,3.7,5.6
PRJ0110,Manual Tester,1,Pune,0.9,6.5
PRJ0110,Automation Tester,1,Chennai,0.9,8.8
PRJ0110,DevOps,2,Bangalore,1.6,12.1
PRJ0110,Architect,2,Pune,1.8,2.1
PRJ0111,PM,2,Pune,1.7,7.7
PRJ0111,BA,3,Chennai,2.7,2.7
PRJ0111,Python SSE,2,Kolkata,1.7,7.8
PRJ0111,Python Dev,1,Pune,1.0,12.1
PRJ0111,React Dev,1,Chennai,0.9,9.4
PRJ0111,Manual Tester,1,Hyderabad,1.0,9.4
PRJ0111,Automation Tester,1,Hyderabad,0.8,2.3
PRJ0111,DevOps,1,Pune,1.0,9.9
PRJ0111,Architect,1,Pune,0.9,10.4
PRJ0112,PM,2,US,1.9,6.1
PRJ0112,BA,3,US,2.9,3.7
PRJ0112,Python SSE,5,US,4.3,6.7
PRJ0112,Python Dev,4,US,3.6,13.6
PRJ0112,React Dev,5,Chennai,4.7,8.9
PRJ0112,Manual Tester,1,Chennai,1.0,8.3
PRJ0112,Automation Tester,1,Pune,0.9,9.1
PRJ0112,DevOps,1,Chennai,0.9,9.4
PRJ0112,Architect,2,Hyderabad,1.6,2.4
PRJ0113,PM,2,Pune,2.0,2.9
PRJ0113,BA,1,Chennai,0.8,8.2
PRJ0113,Python SSE,2,Chennai,1.8,6.8
PRJ0113,Python Dev,3,Kolkata,2.7,12.7
PRJ0113,React Dev,3,Chennai,2.7,13.0
PRJ0113,Manual Tester,4,Bangalore,3.7,2.4
PRJ0113,Automation Tester,3,Hyderabad,2.6,6.0
PRJ0113,DevOps,2,Kolkata,1.7,8.6
PRJ0113,Architect,1,US,0.9,11.1
PRJ0114,PM,2,Bangalore,1.7,7.2
PRJ0114,BA,3,Kolkata,2.5,3.1
PRJ0114,Python SSE,4,Kolkata,3.4,11.0
PRJ0114,Python Dev,5,Chennai,4.6,13.9
PRJ0114,React Dev,2,Kolkata,1.9,5.0
PRJ0114,Manual Tester,1,Kolkata,0.8,3.5
PRJ0114,Automation Tester,2,Pune,1.7,5.8
PRJ0114,DevOps,1,Chennai,0.9,4.9
PRJ0114,Architect,2,Bangalore,1.7,6.8
PRJ0115,PM,2,Chennai,1.9,6.0
PRJ0115,BA,3,Bangalore,2.9,9.1
PRJ0115,Python SSE,1,Kolkata,0.9,12.0
